"Site","Location","USDA_Species_Code","Sample_Barcode","Rep","Machine","Date","Area","Tair","Tleaf","deltaT","RH_R","RH_S","VpdA","VpdL","PARi","PARo","Press","Ci_Ca","CO2R","CO2S","Photo","Cond","Ci"
"Barrow","bryan'spath","CAAQ","1998","1","Bernie","20160714",1.02,14.60955715,14.94670391,-0.71273921,62.28311539,67.04524994,0.568211606,0.586637436,149.0973206,0.459452271,101.6805115,1.016873889,389.4331055,389.9987488,-3.004090813,0.511617717,396.5795442
"Barrow","bryan'spath","CAAQ","1998","1","Bernie","20160714",1.02,14.64520645,14.99878883,-0.752244969,62.09379578,66.74478149,0.575437576,0.594814208,99.88030243,0.286199778,101.6825867,1.024203353,389.5154419,390.2990112,-3.731726934,0.492198132,399.7455559
"Barrow","bryan'spath","CAAQ","1998","1","Bernie","20160714",1.02,14.6510973,14.97503662,-0.774546351,61.98502731,66.61129761,0.576272876,0.59400862,74.93145752,0.33360073,101.6775208,1.033054562,389.1514893,390.2174988,-4.697302949,0.490252374,403.1159674
"Barrow","bryan'spath","CAAQ","1998","1","Bernie","20160714",1.02,14.65474606,14.95929623,-0.78473484,61.85689545,66.39225006,0.579017779,0.595681679,50.72533798,0.301712841,101.6761246,1.050158465,388.621521,390.2027588,-6.44928054,0.478412878,409.7747301
"Barrow","bryan'spath","CAAQ","1998","1","Bernie","20160714",1.02,14.63434124,14.89115715,-0.793242544,61.85479736,66.27069855,0.577694316,0.591701706,20.44405174,0.270664155,101.6796951,1.066091058,388.1068726,390.1455994,-7.993842469,0.467388265,415.9307347
"Barrow","bryan'spath","CAAQ","1998","1","Bernie","20160714",1.02,14.65073395,14.7928896,-0.812626415,61.66880798,66.10441589,0.57485963,0.582582636,0.212963566,0.315504611,101.6763077,1.073569408,387.8346863,390.1529541,-8.962122453,0.478396256,418.8562758
"Barrow","bryan'spath","CAAQ","1998","1","Bernie","20160714",1.02,12.46251011,15.52613068,1.267099463,72.63851166,75.55426025,0.507317026,0.673828406,1699.120972,0.264629692,101.6751404,0.775269071,393.4966431,390.028656,11.35697242,0.224735525,302.3771538
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,12.45762444,15.13661003,1.817085674,68.88522339,77.29619598,0.46199667,0.605190303,2000.507324,17.23517609,101.6675797,0.704681491,404.3290405,389.6714783,19.05773595,0.288027937,274.5942782
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,12.59487438,14.89176083,1.191554084,68.24467468,76.58260345,0.456769835,0.578495748,1500.752197,17.48996925,101.6653214,0.733698324,404.1260681,390.2689209,17.98086771,0.302376179,286.3396533
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,12.89825916,14.8392334,0.922174012,67.01915741,74.74738312,0.474578212,0.577651161,1249.074829,17.24061966,101.6662598,0.742202214,402.8374329,390.1459351,16.44948234,0.285248559,289.5671767
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,13.86899757,14.81499672,0.666820678,63.00471878,70.39764404,0.520410864,0.571287537,1000.180725,20.31853104,101.6592102,0.768643067,401.6801453,389.9464722,15.15090852,0.294527081,299.7296524
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,13.97814178,14.82533073,0.376771504,63.02648163,69.9600296,0.525809944,0.571462963,749.5776367,20.70916939,101.6591187,0.794995476,400.26828,390.4433594,12.62063581,0.277072373,310.4007045
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,14.41593361,14.87291813,0.082420071,61.67100525,68.39979553,0.545308524,0.570137485,500.4289246,20.19958305,101.6587601,0.81787806,398.5300903,389.809845,11.13796648,0.277272771,318.8169198
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,14.58269119,14.90390205,-0.04322901,61.62208557,67.91260529,0.551915741,0.569432085,373.8172913,19.50771713,101.656868,0.850658144,397.0637207,390.2927856,8.549649455,0.261429689,332.0057368
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,14.66323757,14.89484692,-0.193946873,61.53162384,67.73283386,0.552912638,0.565552344,250.092392,19.08679008,101.6614151,0.88642405,394.8526917,389.7226257,6.351416921,0.260825988,345.4595082
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,14.67612839,14.86319637,-0.251539788,61.4482193,67.58106232,0.553492219,0.563689292,199.5508575,19.55943108,101.6600113,0.913507192,394.3031921,390.4168396,4.684686718,0.258892413,356.6485908
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,14.77334976,14.81593418,-0.30725557,60.95779037,67.10552979,0.557104574,0.559424383,151.2469025,19.12071991,101.6602554,0.946115402,393.1208801,390.6581116,2.76717067,0.263405267,369.6076561
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,14.85449314,14.8165102,-0.35813296,60.55825043,66.5570755,0.564921719,0.562850148,100.1597977,19.38699722,101.6570816,0.971657917,391.9216919,390.6590576,1.165380446,0.256432005,379.5869661
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,14.96288967,14.80706406,-0.379190418,60.09169769,66.02089691,0.571576565,0.563068269,74.86260223,19.35578728,101.6558533,0.990147505,390.8414917,390.4050903,0.058150268,0.255081309,386.558626
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,15.10803223,14.82347488,-0.401818382,59.41410828,65.31310272,0.58205765,0.566477592,50.87473297,19.85982132,101.6538773,1.008393211,389.907135,390.2781067,-1.028534887,0.254533846,393.553793
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,15.14663315,14.81481171,-0.42537808,59.3106308,65.04490662,0.585540146,0.567369031,20.44732857,20.20597076,101.6569901,1.030538607,389.413208,390.7277222,-2.283628507,0.247316637,402.6600024
"Barrow","wendyhouselake","ARFU2","1996","1","Bernie","20160714",2.61,15.27602577,14.86201859,-0.44422551,58.7950325,64.47377777,0.595847397,0.573088519,0.222426787,20.34516716,101.6564789,1.052291585,388.2507019,390.4743347,-3.503562276,0.244294272,410.8928567
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,13.77615356,14.962924,1.535401334,59.42937851,68.9566803,0.552853433,0.616998422,2000.672974,92.29286957,101.6184998,0.740606128,405.0270996,389.3841248,25.51517313,0.453335807,288.3802688
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,13.96705818,14.80405331,0.96983672,58.45346832,67.5171051,0.56400125,0.609057018,1501.10498,86.92075348,101.6185226,0.748908384,405.0784302,390.2744446,24.12560195,0.441256678,292.2798037
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,14.65257359,14.80972481,0.708392589,55.33673096,64.02217102,0.610586983,0.619131,1250.208618,91.95726776,101.6154785,0.755427788,404.3139038,390.1123352,23.10418504,0.434206031,294.7016983
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,14.67434692,14.80599022,0.414114778,55.1428833,63.64176941,0.616433998,0.623592267,1000.221191,100.4029617,101.6133423,0.771133243,403.5546265,390.6130066,20.98708486,0.421324038,301.2146747
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,15.05419636,14.81146526,0.147657795,53.64760208,61.77141571,0.643155898,0.629882807,749.9941406,87.44963837,101.6115875,0.778839818,401.960907,389.8607483,19.58135041,0.407409967,303.6390742
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,15.22319412,14.81051159,-0.118639155,52.81884766,60.53762817,0.662228237,0.639608623,501.1028137,83.3640976,101.6105881,0.803254707,400.2542419,390.0727234,16.37026729,0.38359004,313.3277512
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,15.3492136,14.82343674,-0.257343728,52.17192841,59.7276535,0.67553913,0.646653335,374.7504578,80.8607254,101.6090851,0.833021601,398.2082825,389.7822876,13.40431389,0.373535713,324.6970652
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,15.72259903,14.81507874,-0.378853476,50.62608719,57.95527649,0.702297752,0.652192329,249.1277008,87.64683533,101.6083221,0.877829401,395.8180237,389.7465515,9.422609716,0.367534962,342.1309818
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,15.87576008,14.9583559,-0.440400105,50.04449081,57.31475449,0.720311167,0.669241191,200.2808685,102.3508987,101.6053925,0.89942223,395.6477051,390.7566223,7.418766702,0.35804528,351.4551928
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,15.86781693,14.93680763,-0.491567456,50.11618042,57.28671646,0.719682941,0.667908643,149.9808807,150.2639923,101.606575,0.92637333,394.3005981,390.7644043,5.136774958,0.353375786,361.9937224
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,15.93192959,15.01054859,-0.544880126,50.07876587,57.10975647,0.726423868,0.674978262,98.70999908,148.5191193,101.6049728,0.958730183,392.2803345,390.3517456,2.427270263,0.343572991,374.2420005
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,15.81713104,14.99595642,-0.57427961,50.49943924,57.50707245,0.719539756,0.673791925,75.40135193,137.8257446,101.6029129,0.969642266,391.9547424,390.5480957,1.551263085,0.340238899,378.6919405
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,15.66173553,14.99944496,-0.595086048,51.03862762,57.8981781,0.714276257,0.677455552,51.15790176,160.5733185,101.6032715,0.988678665,390.7962646,390.2911072,0.05049826,0.327173654,385.8724906
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,15.63472652,14.98452663,-0.610580901,51.3291626,57.97607422,0.712323026,0.676211142,20.91028023,175.0315247,101.5998917,1.017176901,389.5292664,390.271759,-2.036566568,0.3162966,396.9754186
"Barrow","wendyhouselake","ARFU2","1999","1","Bernie","20160714",2.07,15.7254715,14.9715538,-0.62202378,51.15871429,57.71033096,0.71542966,0.673526498,0.408830136,167.7342377,101.600174,1.028323717,389.2528076,390.4720154,-2.8381371,0.314774004,401.5316341
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,14.0389452,15.08904457,1.683629612,69.74236298,72.58364105,0.496542051,0.553817415,1999.920776,20.12125778,101.6137009,0.713051541,395.5503845,389.7240906,20.60663342,0.319123106,277.8933634
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,14.08280849,14.9484396,1.158951242,69.78406525,72.44139862,0.490319833,0.537281219,1499.901733,23.12292862,101.6118317,0.733040828,395.3977051,390.1532593,18.52536949,0.307937385,285.9982681
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,14.4448204,14.9361372,0.924140321,68.68261719,71.15208435,0.502734755,0.529511848,1249.41748,28.1123867,101.6148911,0.75506611,394.6544495,390.0127869,16.35774384,0.296668222,294.4854378
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,14.37210464,14.90431118,0.673505729,69.37515259,71.66619873,0.494147534,0.523084165,1001.173706,25.50001907,101.6162796,0.744929444,394.6020203,390.0852966,15.94617223,0.27626212,290.5860231
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,14.56508923,14.82400608,0.414921119,68.84244537,71.06195831,0.495508969,0.50957691,749.9014893,25.3322773,101.6168823,0.78853323,393.6502686,389.8815918,13.22675207,0.278294125,307.4345909
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,14.91777325,14.80223942,0.120033411,67.51650238,69.87512207,0.506503712,0.500200726,499.6974182,26.35458565,101.6175766,0.83245225,393.2654419,389.9552612,11.50642905,0.310010964,324.6191345
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,15.27022457,14.91677094,0.007273542,66.41814423,68.66080475,0.526062639,0.506588963,374.5947876,27.10189438,101.6204834,0.853716927,392.8886719,390.1128845,9.572908999,0.297011844,333.0459731
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,15.33616924,14.86350918,-0.091368551,66.28424835,68.34525299,0.527209277,0.501202331,250.3668518,25.0618,101.6195526,0.915726127,391.8909302,390.3989563,4.932003434,0.275993488,357.4985244
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,15.32629108,14.85822964,-0.13492142,66.43309784,68.42036438,0.525814971,0.500070419,199.4014893,26.42595291,101.6211395,0.921031384,391.3711853,390.0226135,4.428236259,0.266076548,359.2230676
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,15.35188484,14.87478924,-0.199303718,66.48145294,68.5067749,0.524671458,0.498402052,149.6298523,25.14305878,101.6210175,0.938139305,391.1297913,390.0475159,3.445994882,0.272848758,365.9189054
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,15.38359737,14.85400963,-0.234916189,66.54497528,68.47386932,0.523411192,0.494264093,98.80290222,23.99965858,101.6201935,0.977849467,390.3358154,389.9630737,0.880386041,0.262007333,381.3251838
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,15.42789173,14.89704132,-0.267770867,66.48510742,68.44352722,0.525374796,0.496086494,76.12483215,25.75648117,101.6210632,0.984874994,390.2441711,389.9859314,0.454003265,0.266021469,384.087392
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,15.50243187,14.88934994,-0.273069652,66.46102142,68.31768799,0.525548873,0.491698954,49.79744339,24.56517982,101.6204834,1.010603022,389.8421631,390.0161133,-1.099536525,0.25513426,394.1514626
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,15.58140755,14.83701038,-0.280356725,66.58452606,68.35322571,0.520273513,0.47921843,20.94596481,24.69696808,101.6187286,1.021884125,389.4760437,389.8285217,-1.730618022,0.250403041,398.359578
"Barrow","tjunctioneast","CAAQ","1964","1","Andy","20160714",0.96,15.6518774,14.86851215,-0.301725575,66.27241516,68.03861237,0.526085235,0.48278005,0.746452332,25.24871254,101.6212463,1.05224958,389.3249817,390.1636353,-3.506796045,0.249353283,410.5495212
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,13.20594597,14.92051697,1.783188018,80.81906128,82.78917694,0.34959274,0.441356885,1999.920532,21.25076866,101.6231766,0.710536387,395.0343323,390.1913757,18.39343012,0.278557401,277.2451703
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,13.99447918,14.86571026,1.105337975,76.41557312,79.15995026,0.380103633,0.427143908,1499.12085,21.70386124,101.6198502,0.841167012,394.0903015,390.0499573,15.05465962,0.434246723,328.0971571
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,14.01808548,14.80680561,0.839182042,76.34457397,79.03471375,0.378288199,0.420780931,1251.020264,21.52971458,101.6185684,0.848301036,393.8217163,389.9769592,14.30888319,0.432748407,330.8178587
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,14.20687485,14.81119061,0.548617097,75.43787384,78.19599915,0.386615727,0.41926671,1000.978821,20.87682915,101.6182251,0.871949869,393.4468079,390.0639343,12.48579668,0.452351166,340.1161966
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,14.81029797,14.84081936,0.326182259,72.17982483,74.73399353,0.428808434,0.430473733,750.5435791,22.04490089,101.6156235,0.893761025,392.7080994,390.0777588,9.581475545,0.421803844,348.6362974
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,14.9992466,14.80543995,0.066684325,71.21538544,73.69612885,0.439491149,0.428904314,499.9624939,21.45527458,101.6157455,0.933356267,391.5299988,389.902832,5.690304605,0.415824254,363.9182516
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,15.19609356,14.82850647,-0.086018365,70.2811203,72.84054565,0.450333536,0.430178011,374.6257324,21.35796356,101.6175385,0.953338427,391.4082031,390.2198181,3.952883771,0.434611722,372.0115474
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,15.52057266,14.89485264,-0.189639951,68.82177734,71.24391937,0.473679112,0.439114472,250.6531677,22.39609718,101.6167831,0.971674376,390.6795654,389.997467,2.005734824,0.409473665,378.9505455
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,15.54416847,14.89718914,-0.253402038,68.52200317,70.97499847,0.477982449,0.442227962,199.7816162,21.26952934,101.6160355,1.004129783,390.1080017,390.2082214,-1.047793303,0.412728172,391.8196967
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,15.53255939,14.98443604,-0.28223132,68.80840302,71.09907532,0.480943587,0.450545115,149.6739655,23.19374275,101.6124115,0.994035335,389.8586121,389.7263184,-0.098241071,0.375404193,387.4017313
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,15.58932877,15.01077557,-0.325750613,68.6772995,70.90369415,0.484477445,0.452329739,98.76081848,23.41100502,101.6160889,1.028943072,389.4090271,390.0330811,-3.02695034,0.364013322,401.3218367
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,15.58052731,15.00209808,-0.340557284,68.7046051,70.8814621,0.484603958,0.452478947,76.02719116,24.12207794,101.6142731,1.05040118,389.1796875,390.2416077,-4.716737314,0.354941756,409.9102452
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,15.57428741,14.97502041,-0.361969487,68.66371918,70.80877686,0.484533301,0.451292061,49.72219086,23.52360344,101.6136246,1.050021312,389.2117615,390.2525024,-4.626504345,0.350310649,409.7734448
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,15.59512424,14.97011375,-0.403760682,68.52984619,70.72251892,0.485278412,0.450606159,20.89654922,25.3835659,101.6118469,1.074015023,388.1546936,389.7315979,-6.726270323,0.359762473,418.5775911
"Barrow","tjunctioneast","CAAQ","1986","1","Andy","20160714",0.9,15.65032482,14.96642399,-0.417159339,68.32640839,70.48800659,0.487893579,0.449930666,0.824300587,22.96050262,101.6107101,1.082098749,388.3863831,390.1210022,-7.334099286,0.35620948,422.1494484
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,12.93481731,15.16356182,1.962959182,73.19583893,74.22463226,0.49846577,0.618533386,1998.890869,18.2537117,101.5949402,0.5470964,392.7060242,389.9463806,9.269882566,0.086680489,213.3382611
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,13.11497879,14.98875904,1.410457265,72.58564758,73.63959503,0.49444378,0.594892569,1499.629028,18.80137634,101.5965729,0.584442857,392.973877,390.2424316,9.166136966,0.093567579,228.0744016
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,13.22777748,14.92538261,1.119420243,72.25932312,73.41472626,0.492211137,0.583114119,1250.302124,19.30774689,101.5986862,0.680100628,392.2344055,389.8669434,7.893639133,0.105665872,265.1487529
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,13.39090729,14.85141087,0.843902122,71.54121399,72.7268219,0.495502663,0.573642458,1001.156677,18.75704765,101.5990829,0.685041587,392.1820374,389.7252502,8.192812781,0.11154667,266.9780038
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,13.92342854,14.81059933,0.540126291,69.1537323,70.63750458,0.515274085,0.563014694,750.7319336,17.34842682,101.6025543,0.812401944,392.1216736,390.1858521,6.330577873,0.148285631,316.9877447
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,14.35941792,14.8057375,0.295489451,67.03816223,68.42652893,0.542316984,0.566477972,500.9493103,17.0635643,101.6033173,0.844471821,391.7468567,390.211731,4.966910575,0.141677018,329.5228109
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,14.70133877,14.82390499,0.144745878,65.4641037,66.98137665,0.560949921,0.567622238,373.9725342,16.73166847,101.6048279,0.900620372,391.3640747,390.2696838,3.41810445,0.158491435,351.4848277
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,14.88944626,14.83660316,0.020664261,64.5092926,65.98083496,0.575175406,0.572289481,250.0997314,16.47966766,101.60289,0.950004515,390.4219055,389.8864136,1.505379163,0.154169155,370.3938532
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,15.02850723,14.87718868,-0.038697928,63.84963226,65.3527298,0.585703717,0.577409177,199.2135162,16.22238731,101.6021118,0.947646785,390.3460083,389.7733154,1.622973032,0.157580389,369.3674293
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,15.02365208,14.89034557,-0.105282179,63.75675201,65.30319977,0.587358757,0.580047971,149.2388763,17.03233528,101.6012878,0.951157963,390.4326477,389.8854065,1.525661825,0.16145151,370.8426089
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,15.06940174,14.91041279,-0.1496687,63.58946991,65.08071899,0.591503162,0.582770821,100.7073898,16.74845314,101.6003799,0.991084834,390.3128357,390.2166138,-0.01143774,0.155245233,386.737768
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,15.07551384,14.95331955,-0.139864163,63.71727753,64.98609924,0.595390667,0.588666435,75.73262787,17.66977501,101.5978241,1.031794942,389.5055542,389.79422,-1.282007803,0.130207897,402.1877047
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,15.12123013,14.97027206,-0.164432843,63.57260895,64.81989288,0.598424108,0.590105681,49.50774765,17.88357353,101.5996552,1.023928063,389.6460571,389.8597412,-1.020218298,0.127974097,399.1883296
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,15.17087078,14.98091888,-0.183685315,63.51900101,64.70442963,0.600179992,0.589700757,20.80628204,17.75873184,101.5995483,1.09184409,389.4205017,390.2036133,-2.962625041,0.121978355,426.041509
"Barrow","tjunctioneast","CAAQ","1988","1","Andy","20160714",1.02,15.10390663,15.02139568,-0.209166805,63.97927094,65.14094543,0.596005005,0.591449553,0.835657895,17.90220451,101.6010284,1.131971519,388.9578857,390.0520935,-4.024254252,0.118592556,441.527861
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,12.09953976,15.17437267,1.754327811,65.71912384,73.0819397,0.531401008,0.695193155,1999.058838,181.749054,101.5850449,0.678325127,402.040741,390.1590271,17.40125182,0.2388811,264.6546716
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,12.19123077,14.93621922,1.139448898,65.70333099,73.04824066,0.518162753,0.66308759,1499.274414,185.0211182,101.5832214,0.709420829,401.678772,390.3757935,16.52544663,0.252166943,276.9407191
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,12.26801968,14.92005539,0.843225027,65.94269562,73.04320526,0.516041399,0.656113045,1249.659424,175.68927,101.5851059,0.721768961,400.6313782,390.0155945,15.49709159,0.247301123,281.5011504
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,12.48109722,14.92469597,0.516205327,65.13306427,72.43328094,0.521252402,0.650728509,999.3380737,185.1676788,101.5869904,0.752339558,400.2324219,390.2881165,14.45450277,0.260751151,293.6291888
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,12.65113735,14.87099648,0.260939064,64.83686829,71.48477173,0.529343679,0.646976185,750.9741821,135.4235229,101.5873947,0.751703117,399.0950623,389.8762207,13.4047952,0.240481247,293.0711704
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,13.69231701,14.69462872,0.005583795,59.16617966,65.76515961,0.590347018,0.643842417,499.7335205,108.3570557,101.5935135,0.808334994,397.5683594,389.965332,10.91953168,0.257712344,315.2226243
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,14.06714821,14.8041544,-0.128999797,57.47984695,63.8727417,0.621019317,0.660749002,374.3338318,110.6500626,101.5911636,0.836313239,396.1013184,389.8244629,8.906818776,0.248590444,326.0153591
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,14.49103069,14.85117626,-0.267057582,55.53243637,61.86287689,0.650963532,0.670533716,250.2858582,115.6505051,101.5886459,0.881404378,394.5624084,389.999054,6.302603629,0.249489321,343.7468734
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,14.55966187,14.90207481,-0.323830481,55.043396,61.26783371,0.662782051,0.681447064,199.4786072,122.0530396,101.5878296,0.91209594,393.537323,390.2487793,4.377656845,0.242100061,355.9443272
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,14.58682156,14.91575241,-0.383690343,54.7701149,60.9526062,0.668462228,0.686409644,149.6139526,122.3282394,101.5889435,0.937871092,392.7958374,390.4985962,2.876460268,0.238931675,366.2373447
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,14.60773087,14.89073181,-0.424131594,54.56277084,60.49957275,0.674426129,0.689855629,98.66915894,112.714035,101.5873795,0.973422813,390.8892212,389.9506226,0.840834775,0.228097462,379.5868319
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,14.61789322,14.90083218,-0.444259944,54.51536942,60.34774017,0.677399431,0.692834393,76.00642395,126.7045135,101.5857925,0.987037192,390.8416748,390.3931274,0.106983395,0.223043812,385.3325363
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,14.65893936,15.02813435,-0.473795393,54.43639755,60.12564468,0.687613224,0.7078746,49.56747818,120.7306595,101.5847397,1.010179135,389.5706482,389.9073181,-1.070445996,0.21303071,393.8762375
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,14.67368793,15.06207275,-0.497934338,54.42901993,59.95301056,0.692207509,0.713557201,20.77615547,121.1142578,101.586525,1.033030567,389.4551697,390.5098572,-2.144182967,0.205019585,403.4086191
"Barrow","wendyhouselake","ARFU2","1990","1","Andy","20160714",2.31,14.68414783,15.06351566,-0.507088396,54.34876251,59.69503021,0.696506,0.717364381,0.917174339,121.7158737,101.5855103,1.074251151,388.0673828,390.3499146,-3.988584513,0.197168753,419.333845
"Barrow","wendyhouselake","ARFU2","1992","1","Andy","20160714",2.22,12.05891132,15.19169331,1.740175757,61.53923416,68.60064697,0.596305574,0.763213185,2000.658203,84.01444244,101.534874,0.712456464,399.2391968,389.9945374,13.97585694,0.215340395,277.8541291
"Barrow","wendyhouselake","ARFU2","1992","1","Andy","20160714",2.22,12.1952076,14.86846352,1.13449145,60.79162216,67.90022278,0.588058094,0.728794476,1500.970459,89.67853546,101.5339508,0.738086423,398.9753723,390.0147705,13.51835792,0.229811928,287.8646071
"Barrow","wendyhouselake","ARFU2","1992","1","Andy","20160714",2.22,12.7494688,14.81250381,0.8997291,58.3431778,64.75975037,0.624040929,0.733241197,1249.700439,84.16618347,101.531395,0.736542247,398.1865845,389.8086548,12.63831599,0.213049674,287.1105424
"Barrow","wendyhouselake","ARFU2","1992","1","Andy","20160714",2.22,13.25746822,14.80427456,0.631897045,56.21259689,62.32685852,0.654758073,0.737193412,1000.125,81.44511414,101.5314865,0.743537852,398.0732422,390.078064,12.04195468,0.208525558,290.0378058
"Barrow","wendyhouselake","ARFU2","1992","1","Andy","20160714",2.22,13.85440445,14.83706093,0.34918507,53.69104767,59.67824173,0.692220059,0.745107006,749.1062012,79.70735168,101.5277557,0.778594678,397.2867737,390.3297729,10.39332837,0.210089309,303.9086838
"Barrow","wendyhouselake","ARFU2","1992","1","Andy","20160714",2.22,14.35989761,14.85987377,0.069755055,51.47570038,57.28114319,0.728243662,0.75537188,499.1280823,81.45536041,101.5271759,0.797546275,396.2051086,389.9246826,9.325457575,0.207513079,310.9829781
